,Datetime,Permalink,Text,Username,Favorites,Retweets,Geo,Hashtags,Engagements,Polarity,Subjectivity,NB-Positive Probability,NB-Negative Probability,NB-Sentiment Score
10,2020-08-31 00:36:00+00:00,https://twitter.com/MichellCClark/status/1300230824055406599,trust your intuition. letting people stick around when they shouldn't is a quick way to find your way in situations that will harden your heart.,MichellCClark,139,43,,,182,0.3333333333333333,0.5,0.004258912347228087,0.9957410876527701,-0.9914821753055421
11,2020-08-30 23:10:53+00:00,https://twitter.com/Itamar1710/status/1300209402998386690,"James Harden's last 10 playoffs games, against the Golden State Warriors and Oklahoma City Thunder: 33.3 PTS 7.1 REB 6.7 AST 1.9 STL 0.5 BLK 47.8 FG% 36.4 3PT% 81.1 FT% 62.7 TS% 3.2 TOV +29 The 2 best playoffs series of his career, coming back 2 back. ",Itamar1710,407,57,,,464,0.26,0.17333333333333334,0.9970474468177065,0.0029525531822878898,0.9940948936354186
12,2020-08-30 18:18:11+00:00,https://twitter.com/NathanFogg1/status/1300135743810084870,"JAMES HARDEN DEFENSIVE HIGHLIGHTS: Harden was excellent last night as a free safety offball, always in the right places, clearly on top of the scouting report on who to help off, who to closeout etc. Also was great 1v1 containing drives. ",NathanFogg1,877,195,,,1072,0.4976190476190476,0.6087301587301587,0.7555318558501808,0.24446814414981696,0.5110637117003638
13,2020-08-30 17:58:08+00:00,https://twitter.com/artistottodix/status/1300130697559109633,"Portrait of the Journalist Sylvia Von Harden, 1926 #expressionism #ottodix",artistottodix,55,16,,#expressionism #ottodix,71,0.0,0.0,0.9105913933922476,0.08940860660775399,0.8211827867844936
14,2020-08-30 14:59:08+00:00,https://twitter.com/nathanmarzion/status/1300085653980565505,Some notable stars & the number of times they've played 36+ mins this season (including playoffs): Damian Lillard - 52 James Harden - 44 Pascal Siakam - 34 Anthony Davis - 32 LeBron James - 28 Luka Doncic - 22 Kawhi Leonard - 21 . . Giannis Antetokounmpo - 6 #UnleashTheFreak,nathanmarzion,743,72,,#UnleashTheFreak,815,0.5,0.5,0.14385386538805472,0.8561461346119447,-0.71229226922389
15,2020-08-30 04:38:30+00:00,https://twitter.com/LakeShowYo/status/1299929465724612608,"Russell Westbrook, Russell Eastbrook, James Harden, Olive Garden… Dont matter, Lakers in five ",LakeShowYo,13513,3005,,,16518,0.0,0.0,0.7800576866013502,0.2199423133986485,0.5601153732027018
16,2020-08-30 02:40:34+00:00,https://twitter.com/arxanii/status/1299899787039461376,James Harden was 5/6 FG and 3/4 3PT when guarded by Lu Dort in Game 5 ,arxanii,1440,163,,,1603,0.0,0.5,0.03233396405183441,0.9676660359481642,-0.9353320718963298
17,2020-08-30 01:47:47+00:00,https://twitter.com/shesforRussy/status/1299886503192154113,"Harden continues to call Russ their leader. That’s huge for a guy that has been labeled a “ball hog, stat padder and bad teammate”. This partnership works because they love and respect each other. #thatisall",shesforRussy,284,48,,#thatisall,332,0.01875000000000006,0.6354166666666666,0.0034405311709581428,0.9965594688290456,-0.9931189376580875
18,2020-08-30 01:22:22+00:00,https://twitter.com/HTINEROCKETS/status/1299880107008503811,"“Thank you for coming, James Harden. He was your biggest fan” Me: ",HTINEROCKETS,277,88,,,365,0.0,0.0,0.900229302381975,0.09977069761802525,0.8004586047639497
19,2020-08-30 01:18:32+00:00,https://twitter.com/RedNationBR/status/1299879140380889088,FIM DE JOGO!! ROCKETS WIN!! 3-2!! Thunder 80 @114 Rockets Harden 31p/2r/5a/1stl/1blk Covington 22p/7r/3a/3stl Gordon 20p/4r/3a/2stl Green 9p/10r/1a/1blk Westbrook 7p/6r/7a/1stl House 7p/8r/2a/1stl PJ 5p/6r/2a/2stl Rivers 5p/5r/2a/2stl/1blk McLemore 3p/1r/1a #NBAnoSporTV pic.twitter.com/YFLJD2f2WG,RedNationBR,49,3,,#NBAnoSporTV,52,0.30000000000000004,0.35,0.8076665738147785,0.1923334261852217,0.6153331476295567
20,2020-08-31 23:44:57+00:00,https://twitter.com/NonchalantRell/status/1300580366349209600,This nigga said @JHarden13 is better than @KingJames ,NonchalantRell,0,0,,,0,0.5,0.5,0.2877187853136185,0.7122812146863807,-0.42456242937276223
21,2020-08-31 21:09:53+00:00,https://twitter.com/TheBlackLayers/status/1300541341865254917,I lose nothing by demonstrating care because i have boundaries. I do not need or desire to harden in order to survive this world like y’all. My love and care is not devoid of principles and boundaries so i am able to give it.,TheBlackLayers,262,83,,,345,0.35000000000000003,0.47500000000000003,0.4885179437816524,0.5114820562183554,-0.022964112436702988
22,2020-08-31 20:11:24+00:00,https://twitter.com/antonin_org/status/1300526624241319937,"a compilation of James Harden, Russell Westbrook, Kevin Durant, Damian Lillard and Anthony Davis beating Steph Curry in the playoffs ",antonin_org,910,148,,,1058,0.0,0.0,0.5194451564053947,0.4805548435946029,0.038890312810791805
23,2020-08-31 16:52:02+00:00,https://twitter.com/eltragon13/status/1300476452274663425,Westbrook and Harden going off tonight it’s over ,eltragon13,8,1,,,9,0.0,0.0,0.32963306159174477,0.6703669384082576,-0.3407338768165128
24,2020-08-31 16:18:22+00:00,https://twitter.com/Itamar1710/status/1300467980254490628,UPDATE: James Harden is now 11-13 (84.6 3PT%) in the bubble on catch and shoot 3s. ,Itamar1710,486,57,,,543,0.0,0.0,0.2611189314701487,0.7388810685298537,-0.477762137059705
25,2020-08-31 15:23:05+00:00,https://twitter.com/Ike58Reese/status/1300454067731419137,1)Kawhi 2)KD 3)Giannis 4)Harden 5)LeBron 6)Curry 7)Luka 8)Dame 9)AD 10)Embiid My Too 10 NBA Players (I was hyped for #LukaTheDon yesterday. He’s not Top 5 as of today.) ,Ike58Reese,40,1,,#LukaTheDon,41,-0.25,0.5,0.03594780956870473,0.9640521904312925,-0.9281043808625878
26,2020-08-31 14:50:46+00:00,https://twitter.com/NathanFogg1/status/1300445934518710275,Team Defensive rating Houston: 101.8 (best in the NBA) Clippers: 112.1 Player Defensive Rating Harden: 101.3 Kawhi: 111.8 ,NathanFogg1,318,67,,,385,1.0,0.3,0.9418378252896211,0.05816217471037911,0.883675650579242
27,2020-08-31 09:24:30+00:00,https://twitter.com/johnhuggan/status/1300363828362911745,Making a course difficult is easy. Grow rough. Narrow fairways. Harden greens so they are faster than should be. Throw in daft pin positions and - hey presto - Olympia Fields. Wouldn’t it have been easier - and more entertaining - to fix the ball and leave the course alone? ,johnhuggan,118,7,,,125,0.02666666666666666,0.6266666666666667,0.0005120481043687196,0.9994879518956339,-0.9989759037912652
28,2020-08-31 04:50:29+00:00,https://twitter.com/memeoh_arts/status/1300294868657270785,[RETWEETS are much appreciated] Hello! We are selling an All Natural Peanut Butter 100% PURE PEANUT NO EXTENDERS NO ADDED PRESERVATIVES DOESN'T HARDEN DOWN TO THE BOTTOM 675 grams for Php 140.00 only! Get a discount if you order 3 or more DM me for orders ,memeoh_arts,17,17,,,34,0.14312169312169312,0.4648148148148148,0.21681115268311763,0.7831888473168854,-0.5663776946337677
29,2020-08-30 18:27:03+00:00,https://twitter.com/antonin_org/status/1300137975121170432,Stephen Curry's playoff series record against some of the top nba players 4-0 vs Harden 3-0 vs Lillard 3-1 vs LeBron (the only 3-1 that matters) 2-0 vs AD 1-0 vs KD and Westbrook ,antonin_org,1795,307,,,2102,0.25,0.75,0.7586611735728633,0.24133882642713805,0.5173223471457253
30,2020-08-30 15:53:26+00:00,https://twitter.com/StevenConradJr/status/1300099315596173315,Buddy Hield finished 2nd in total 3-Pointers made this year trailing only James Harden Bringing him in alone would change this #sixers team drastically.,StevenConradJr,11,1,,#sixers,12,0.0,0.875,0.007374293783461076,0.9926257062165362,-0.9852514124330751
31,2020-08-30 15:00:01+00:00,https://twitter.com/HoustonRockets/status/1300085875993243648,"𝗥𝗼𝗰𝗸𝗲𝘁𝘀 𝗚𝗶𝘃𝗲 𝗕𝗮𝗰𝗸 𝗔𝘂𝗰𝘁𝗶𝗼𝗻 𝗜𝘁𝗲𝗺 𝗼𝗳 𝘁𝗵𝗲 𝗗𝗮𝘆 @JHarden13 Autographed Rockets ""R"" Logo Basketball Bid Now in the Rockets App ",HoustonRockets,106,13,,,119,0.0,0.0,0.9425810531699803,0.05741894683001932,0.885162106339961
32,2020-08-30 01:52:55+00:00,https://twitter.com/Rockets_Insider/status/1299887792672116736,"I asked Robert Covington about #Rockets setting screens at certain angles or re-screening for James Harden to free him from Dort's aggression in fighting over/under screens. His breakdown: ""[Dort's] aggression sometimes gets the best of him, so we kinda exploited it a little bit"" ",Rockets_Insider,310,53,,#Rockets,363,0.4041666666666666,0.5333333333333333,0.0018336336458743263,0.9981663663541255,-0.9963327327082512
33,2020-08-30 01:25:34+00:00,https://twitter.com/Itamar1710/status/1299880910607839234,"James Harden against the Thunder: Game 1: 37 PTS, 11 REB, 72.5 TS%, +10 Game 2: 21 PTS, 9 AST, 0 TOV, 52.4 TS%, -1 Game 3: 38 PTS, 8 AST, 1 TOV, 56.8 TS%, +6 Game 4: 32 PTS, 15 AST, 58.6 TS%, +6 Game 5: 31 PTS, 87.9 TS%, +28 31.8 PPG, 6.6 RPG, 8 APG, 2.6 TPG, 64.2 TS% ",Itamar1710,468,119,,,587,-0.4,0.4,0.8640503327903928,0.13594966720960697,0.7281006655807858
34,2020-08-30 01:24:44+00:00,https://twitter.com/Rockets_Insider/status/1299880700712230912,"James Harden: ""We did a better job of guarding the ball, guarding their [isolations] and things like that...We did a good job individually taking on the challenge and our weak-side defense was better as well."" #Rockets",Rockets_Insider,196,26,,#Rockets,222,0.425,0.5,0.4039796088868142,0.5960203911131904,-0.19204078222637616
35,2020-08-30 01:17:14+00:00,https://twitter.com/cstav13/status/1299878813686468609,Playoff Harden was on full display tonight | - 31 pts - 5 dimes - 73.3% from the field (11/15) - 50% from 3 (4/8) - 83.3% from the line (5/6) - +28 +/- - 87.87% TS% - and the 𝗪 to put the Rockets up in the series! #NBATwitter #OneMission #NBAPlayoffs,cstav13,27,6,,#NBATwitter #NBATwitter #OneMission #OneMission #NBAPlayoffs #NBAPlayoffs,33,0.35,0.55,0.10786760159941677,0.892132398400585,-0.7842647968011682
36,2020-08-30 01:01:55+00:00,https://twitter.com/BleacherReport/status/1299874960299700224,Harden’s 31 PTS powers Rockets to 3-2 series lead over OKC ,BleacherReport,3989,326,,,4315,0.0,0.0,0.5592704308929831,0.440729569107018,0.11854086178596512
37,2020-08-30 00:59:41+00:00,https://twitter.com/TheNBACentral/status/1299874396115533824,James Harden tonight 31 points 5 assists 11/15 FG 5/6 FT 4/8 3PT *28 minutes* Light work ,TheNBACentral,572,87,,,659,0.4,0.7,0.8301069499514363,0.16989305004856498,0.6602138999028713
38,2020-08-30 00:52:11+00:00,https://twitter.com/JTGatlin/status/1299872511891562497,James Harden concludes a pivotal Game 5 with: 31 points 2 rebounds 5 assists 1 steal 1 block 11/15 FG 4/8 3FG 5/6 FT +28 W #Rockets #OneMission,JTGatlin,660,107,,#Rockets #OneMission #OneMission,767,0.04999999999999999,0.6000000000000001,0.9462828276044348,0.05371717239556328,0.8925656552088715
39,2020-08-30 00:41:29+00:00,https://twitter.com/HoustonSprtsGod/status/1299869818536046599,"Harden crossing the 100th person off the list who Twitter crowned as ""The Harden Stopper"". ",HoustonSprtsGod,118,50,,,168,0.0,0.0,0.950429314798166,0.04957068520183457,0.9008586295963313
40,2020-08-31 19:29:17+00:00,https://twitter.com/LetsHoops/status/1300516023242809346,NBA stars playoff clutch stats (2015-19) Curry: 4.1 PTS on 49.2% FG Kawhi: 4 PTS on 42.7% FG Harden: 3.8 PTS on 46.3% FG LeBron: 3.1 PTS on 35.3% FG KD: 2.8 PTS on 41.6% FG ,LetsHoops,22,2,,,24,0.0,0.0,0.9470652632645192,0.05293473673548009,0.8941305265290391
41,2020-08-31 19:28:12+00:00,https://twitter.com/Hou5ton4L/status/1300515751208550400,James Harden is holding the OKC Thunder to 38.7% FG in the playoffs (19/49 shooting) -Also tied with RoCo for most steals (9) of any player in the series Turns out he plays defense after all pic.twitter.com/XRhQBXNFim,Hou5ton4L,51,9,,,60,0.5,0.5,0.33195506889116344,0.6680449311088379,-0.33608986221767445
42,2020-08-31 17:19:33+00:00,https://twitter.com/BronAndBrow/status/1300483375430467584,Russell Westbrook lost to a ROOKIE Donovan Mitchell in the first round. Harden couldn’t beat GS without KD. LeBron has Anthony Marshon Davis Jr. on his team and these Westbrook/Harden stans on this app think I’m worried?? LMAOOOOOOOO ,BronAndBrow,35,11,,,46,0.024999999999999994,0.3666666666666667,0.009426371586674113,0.9905736284133222,-0.981147256826648
43,2020-08-31 15:46:06+00:00,https://twitter.com/jsegal03/status/1300459857963896832,Harden in his feels rn,jsegal03,9,0,,,9,0.0,0.0,0.6633473216619221,0.3366526783380762,0.3266946433238459
44,2020-08-31 14:07:25+00:00,https://twitter.com/gunznrosesss/status/1300435025444233216,One thing I will say is that I’ve been through a lot of fucked up shit in my life but I always bounce back. It’s hard not to harden my heart and that’s the main thing I struggle with. pic.twitter.com/QJSqh2gNuZ,gunznrosesss,397,7,,,404,-0.18500000000000003,0.475,0.023590224318502117,0.976409775681502,-0.9528195513629999
45,2020-08-31 13:47:01+00:00,https://twitter.com/DeerProno/status/1300429890576150532,LES PICKS #NBA | Milwaukee Bucks - Miami Heat Giannis 25pts ou + &amp; Bucks OT (@1.60) OKC - Houston Rockets Harden 25pts ou + &amp; Rockets OT (@1.60) Combiné @2.56 pour le soutien #TeamParieur #NBATwitter,DeerProno,41,7,,#NBA #NBA #TeamParieur #NBATwitter #NBATwitter,48,0.0,0.0,0.9218493410874455,0.07815065891255575,0.8436986821748897
46,2020-08-31 04:22:45+00:00,https://twitter.com/Angelo00998/status/1300287886885924864,"James Harden, The Beard!! ",Angelo00998,1,0,,,1,0.0,0.0,0.8640503327903482,0.13594966720965215,0.728100665580696
47,2020-08-30 23:05:19+00:00,https://twitter.com/ExposingWardell/status/1300208005036888064,Hot take: If Harden wins a ring this season he has a case for being above Curry all time,ExposingWardell,178,8,,,186,0.18333333333333335,0.38333333333333336,0.29244285053112135,0.7075571494688775,-0.41511429893775614
48,2020-08-30 21:35:15+00:00,https://twitter.com/KookieKills/status/1300185336346275848,"Ngl... I'm going to miss her sense of innocence, but this girl needed to harden considering her backstory and ambitions. ",KookieKills,44,5,,,49,0.0,0.0,0.0011706465159655277,0.998829353484038,-0.9976587069680725
49,2020-08-30 20:32:38+00:00,https://twitter.com/arxanii/status/1300169578807525377,James Harden Defensive Highlights vs. Oklahoma City Thunder 8/29/2020. ,arxanii,52,6,,,58,0.0,0.0,0.8755917107843245,0.12440828921567505,0.7511834215686495
50,2020-08-30 17:15:42+00:00,https://twitter.com/Hou5ton4L/status/1300120018508750850,"If the Rockets beat OKC in Game 6, Harden &amp; Russ will be playing LeBron in the playoffs for the first time since the 2012 finals pic.twitter.com/bDxP6LUVyr",Hou5ton4L,191,21,,,212,-0.07500000000000001,0.3666666666666667,0.7019431175889437,0.29805688241105166,0.403886235177892
51,2020-08-30 17:01:25+00:00,https://twitter.com/DebbieBissoon/status/1300116426292957188,Don't let life harden your heart. Be kind to your self. Happy Sunday!!,DebbieBissoon,38,15,,,53,0.7,0.95,0.9895613045698569,0.01043869543014091,0.979122609139716
52,2020-08-30 16:49:46+00:00,https://twitter.com/DreamShakeSBN/status/1300113495502053376,"Even with a “Harden-stopper” on the court, Harden still put up 31 points on 11/15 from the field, 4-8 from three. Harden didn’t miss when he stepped inside the 3-point line. Oh, and he did it all in 28 minutes.",DreamShakeSBN,545,70,,,615,0.0,0.0,0.0010562283897117889,0.9989437716102906,-0.9978875432205788
53,2020-08-30 13:55:11+00:00,https://twitter.com/RedNationBlogga/status/1300069556392800257,"Dame and CJ are a great backcourt, but they ARE NOT Harden and Westbrook. Westbrook could have missed the entire season and Houston would have a better record than Portland still because Harden is that much better than them boys in Portland.",RedNationBlogga,717,109,,,826,0.45,0.59375,0.003527071531677266,0.9964729284683135,-0.9929458569366362
54,2020-08-30 09:30:00+00:00,https://twitter.com/NBAUK/status/1300002822218448897,James Harden scored 31 PTS as Houston won Game 5 to take a 3-2 series lead over OKC. #WholeNewGame,NBAUK,13,3,,#WholeNewGame #WholeNewGame,16,-0.4,0.4,0.5986318751838907,0.40136812481611134,0.19726375036777938
55,2020-08-30 05:14:07+00:00,https://twitter.com/Is_Roddie/status/1299938425810939904,Lakini ukifuata advice ya tweeps utaishi miserable life bro.. Ati ooh harden your women by ignoring them..Ooh be absent from your kids to make them hard streetwise.. Ooh pesa ni yako dem yako anafaa ajitafutie yake..Bro this is your family...This is your woman.. Treat them good ,Is_Roddie,548,143,,,691,-0.19722222222222227,0.7138888888888889,0.6782669206893582,0.3217330793106433,0.3565338413787149
56,2020-08-30 01:05:57+00:00,https://twitter.com/ManoHarden/status/1299875975157682176,"James Harden no jogo 5 contra OKC: 31 PTS / 2 REB / 5 AST 1 STL 1 BLK 11-15 FG (73.3%) 4-8 3PT (50%) 5-6 FT (83.3%) +28 W 3-2 na série, 1 to go. ",ManoHarden,35,4,,,39,0.0,0.0,0.2487796624116241,0.7512203375883738,-0.5024406751767497
57,2020-08-30 01:04:36+00:00,https://twitter.com/ThunderChats/status/1299875635553329152,"The break came at the absolute worst time Lost momentum Lost rhythm Harden rested Russ healed Losing Dennis Gallo with 1 point SGA no confidence Dort too much confidence Rockets were supernova Tough loss, looked awful Bounce back, get ready for game 6 tho Stil #ThunderUp",ThunderChats,263,28,,#ThunderUp #ThunderUp,291,-0.27361111111111114,0.6041666666666667,0.0014595719498822306,0.998540428050113,-0.9970808561002308
58,2020-08-30 01:00:43+00:00,https://twitter.com/espn_macmahon/status/1299874656544006151,"Quite an efficient James Harden performance: 31 points, 11-15 FG, +28 in 28 minutes. Rockets take the 3-2 series lead.",espn_macmahon,665,76,,,741,0.0,0.0,0.9945098046608389,0.005490195339162434,0.9890196093216765
59,2020-08-30 00:57:19+00:00,https://twitter.com/HardenLukamvp/status/1299873802889957377,James Harden Game 5 Vs Lu ‘Harden Stopper’Dort 31 PTS 5 AST 11/15 FG 4-8 3PT 87 TS% 86 EFG % 73% FG +- 28 Rockets in 6 #NBATwitter #OneMission,HardenLukamvp,27,6,,#NBATwitter #NBATwitter #OneMission #OneMission,33,-0.4,0.4,0.6206789754461112,0.379321024553889,0.24135795089222217
60,2020-08-31 04:42:10+00:00,https://twitter.com/PointGods/status/1300292773816532995,"Harden leads the playoffs in defensive win shares and is 2nd in defensive rating, for anyone who cares.",PointGods,756,117,,,873,0.8,0.4,0.8775702490986917,0.12242975090131013,0.7551404981973816
61,2020-08-30 02:39:49+00:00,https://twitter.com/HARDEN2MVP/status/1299899596563513344,"Harden is currently avg in these playoffs 31.8 PPG, 6.6 RPG, 8 APG, 2.6 TPG, 64.2 TS% Only peak Jordan put up these numbers",HARDEN2MVP,242,23,,,265,0.0,0.7,0.26643158370315995,0.733568416296838,-0.46713683259367805
62,2020-08-30 01:05:37+00:00,https://twitter.com/NBA/status/1299875888750907394,"James Harden scores 31 PTS (11-15 FGM) to lift the Rockets in Game 5. They can close out the series Monday (9/1). Robert Covington: 22 PTS, 6 3PM (#NBAPlayoffs career high) Eric Gordon: 20 PTS Dennis Schroder: 19 PTS",NBA,1330,244,,#NBAPlayoffs #NBAPlayoffs,1574,-0.12000000000000001,0.47,0.9153999765828542,0.08460002341714501,0.8307999531657092
63,2020-08-30 01:02:59+00:00,https://twitter.com/jmizz15/status/1299875229523734528,The hand sanitizer when it realizes Harden and the Rockets won today: ,jmizz15,44,7,,,51,0.0,0.0,0.06683977203253787,0.9331602279674646,-0.8663204559349267
64,2020-08-30 00:58:39+00:00,https://twitter.com/ynotorixus/status/1299874138534928386,Harden stopper woke up feeling dangerous 23:23 MIN 7 PTS 0/9 3P 18 FG% -25 +/- L pic.twitter.com/1Ex2emH7Ui,ynotorixus,39,15,,,54,-0.6,0.9,0.48387397413236927,0.5161260258676298,-0.03225205173526052
65,2020-08-29 23:52:37+00:00,https://twitter.com/LeBronHours/status/1299857521213976576,The TRUE MVP of each year of the 2010’s. 2010: LeBron 2011: LeBron 2012: LeBron 2013: LeBron (should’ve been unanimously) 2014: KD 2015: James Harden 2016: Steph 2017: James Harden 2018: LeBron 2019: Harden 2020: LeBron James ,LeBronHours,689,81,,,770,0.35,0.65,0.3217020468556826,0.6782979531443184,-0.3565959062886358
66,2020-08-29 23:12:56+00:00,https://twitter.com/RahMoney200/status/1299847532349198341,Russ and Harden fans rn ,RahMoney200,0,0,,,0,0.0,0.0,0.9190175648208799,0.08098243517911938,0.8380351296417605
67,2020-08-29 23:09:45+00:00,https://twitter.com/mattgolio5/status/1299846733049073671,"Lol just realized Russell Westbrook, James Harden &amp; Jeff Green are all playing against OKC in a playoff game ",mattgolio5,615,88,,,703,0.0666666666666667,0.4666666666666666,0.9263448378855252,0.07365516211447551,0.8526896757710497
68,2020-08-29 23:08:44+00:00,https://twitter.com/NathanFogg1/status/1299846477884329984,James Harden got that manny peddy good for you King ,NathanFogg1,215,27,,,242,0.7,0.6000000000000001,0.7385389064846714,0.2614610935153305,0.4770778129693409
69,2020-08-29 23:05:01+00:00,https://twitter.com/littlexchamp/status/1299845538951512064,without the beard James harden is just two tiny children who love to tattle ,littlexchamp,3,2,,,5,0.25,0.55,0.9501562720080633,0.04984372799193433,0.9003125440161289
70,2020-08-29 22:58:53+00:00,https://twitter.com/nacao_vermelha_/status/1299843998887161857,Harden +3 #onemission #nbanosportv,nacao_vermelha_,3,1,,#onemission #onemission #nbanosportv,4,0.0,0.0,0.8755917107843203,0.12440828921568056,0.7511834215686397
71,2020-08-29 22:43:56+00:00,https://twitter.com/JuanforMVP/status/1299840235098927105,There's only two guys who can stop James Harden ,JuanforMVP,75,4,,,79,0.0,1.0,0.8215081181023088,0.17849188189768744,0.6430162362046214
72,2020-08-29 22:41:30+00:00,https://twitter.com/TheHoopCentral/status/1299839623963631616,We don’t talk enough about how dominant the Harden x Russ duo is. ,TheHoopCentral,1371,235,,,1606,0.0,0.5,0.3103298849146431,0.6896701150853567,-0.3793402301707136
73,2020-08-29 22:32:17+00:00,https://twitter.com/BassYakn/status/1299837301967794176,James Harden lot $6 Shipped! @HobbyConnector,BassYakn,3,1,,,4,0.0,0.0,0.8755917107843462,0.124408289215653,0.7511834215686932
74,2020-08-29 22:29:37+00:00,https://twitter.com/Kingach19/status/1299836632514920448,Can I interest you in some Harden &amp; Russ stats? ,Kingach19,137,12,,,149,0.0,0.0,0.9830926883347108,0.016907311665289658,0.9661853766694211
75,2020-08-29 22:28:14+00:00,https://twitter.com/JoshEberley/status/1299836284232294401,It remains just hysterical that Harden actually said all Giannis does is dunk lmao,JoshEberley,414,36,,,450,-0.13333333333333333,0.7000000000000001,0.2430273856207512,0.7569726143792523,-0.5139452287585011
76,2020-08-29 21:50:46+00:00,https://twitter.com/jacksettleman/status/1299826857005723656,"If James Harden doesn’t score 34 or more points, I’ll give away $100 to someone who retweets this! *must be following to win ",jacksettleman,272,694,,,966,0.43333333333333335,0.3333333333333333,0.4981949515663229,0.5018050484336793,-0.0036100968673564715
77,2020-08-29 20:48:14+00:00,https://twitter.com/SalmanAliNBA/status/1299811118676877315,Rockets starters: Russell Westbrook James Harden Eric Gordon Robert Covington PJ Tucker,SalmanAliNBA,860,70,,,930,0.0,0.0,0.8755917107843203,0.12440828921568056,0.7511834215686397
78,2020-08-29 20:03:47+00:00,https://twitter.com/MERphotography2/status/1299799933474820096,Cricket at Harden players coming off for bad light. ,MERphotography2,27,1,,,28,-0.1499999999999999,0.6833333333333333,0.6485878194514781,0.3514121805485238,0.29717563890295434
79,2020-08-29 19:24:49+00:00,https://twitter.com/CESAviators/status/1299790127422676994,"Our 4K Flight Crew: Mrs. Lambert, Mrs. Lewis, Mrs. Harden, and Mrs. Duke ",CESAviators,5,0,,,5,0.0,0.0,0.9338088038018899,0.06619119619811054,0.8676176076037794
80,2020-08-30 00:51:02+00:00,https://twitter.com/arxanii/status/1299872218734907396,James Harden vs. OKC Tonight: 31 points 5 assists 2 rebounds 1 steal | 1 block 73% FG | 50% 3PT +28 EFFICIENT HARDEN ,arxanii,130,33,,,163,0.0,0.0,0.9378132404250245,0.06218675957497322,0.8756264808500512
