,Datetime,Permalink,Text,Username,Favorites,Retweets,Geo,Engagements,Polarity,Subjectivity,NB-Positive Probability,NB-Negative Probability,NB-Sentiment Score
10,2020-05-08 05:17:09+00:00,https://twitter.com/warbar/status/1258626974169341952,"Since the beginning of the Industrial Revolution, the acidity of surface ocean waters has increased by about 30 percent. @realDonaldTrump @POTUS",warbar,0,0,,0,0.0,0.0,0.16051003113452628,0.8394899688654717,-0.6789799377309453
11,2020-05-08 05:12:58+00:00,https://twitter.com/BVAhlers/status/1258625920488796160,Any sane person w/ any intelligence knows that MORE testing is needed to locate the invisible enemy #COVID19 not less as @POTUS wants. As long as we can't find that enemy it will continue to kill us - ambush us from out of the darkness where tRUMP wants us all to live.,BVAhlers,0,0,,0,0.1782828282828283,0.2777777777777778,0.019768684273437347,0.9802313157265532,-0.9604626314531158
12,2020-05-08 05:11:21+00:00,https://twitter.com/SensibleAction/status/1258625515264630786,Oh @PressSec. For shame you call @realDonaldTrump exactly what he is. Shame shame shame. #VoteForTheOpposite,SensibleAction,0,0,,0,0.25,0.25,0.2942662202200574,0.7057337797799378,-0.4114675595598804
13,2020-05-08 05:11:12+00:00,https://twitter.com/erraheim1/status/1258625475091496961,Yesterday the mist over the #Capeflats was so thick that you could look to the Sun #Trump style ,erraheim1,1,0,,1,-0.30000000000000004,0.475,0.15329198806807284,0.8467080119319307,-0.6934160238638578
14,2020-05-08 05:09:48+00:00,https://twitter.com/greenngold4me/status/1258625123025711110,"Kinda like Trump. He latched onto America sucking the life out of it, making it weak and vulnerable to disease. #LampreyInChief pic.twitter.com/bOQXcLJXGV",greenngold4me,0,0,,0,-0.4375,0.5625,0.687329156371863,0.3126708436281374,0.3746583127437256
15,2020-05-08 05:09:46+00:00,https://twitter.com/Cernovich/status/1258625117627674624,"I wish Trump was more than someone talks tough but then backs down, because what they did to General Flynn is a crime we must never forgive, we can never let Comey types get power, but all this posturing and tough guy bullshit is old. Trump is uninspiring. Boring. Weak.",Cernovich,301,61,,362,-0.20729166666666665,0.5975694444444446,0.002841969976457503,0.9971580300235394,-0.994316060047082
16,2020-05-08 05:07:43+00:00,https://twitter.com/Doompellet/status/1258624602005217281,"Trump's campain manager @parscale sent a tweet. Does'nt he realise that the death star was an ill-conceived, evil thing???? #VoteBlueToEndThisNightmare",Doompellet,1,0,,1,-1.0,1.0,0.06717331240666749,0.9328266875933332,-0.8656533751866657
17,2020-05-08 05:05:47+00:00,https://twitter.com/twoCent93053655/status/1258624112072683520,Toby is to Michael what CNN is to Trump #TheOfficeUS #NeverTrump,twoCent93053655,0,0,,0,0.0,0.0,0.4684988528108563,0.5315011471891454,-0.06300229437828914
18,2020-05-08 05:01:36+00:00,https://twitter.com/JustKalantri/status/1258623060308922375,Meet the Shadowy Accountants Who Do Trump’s Taxes and Help Him Seem Richer Than He Is https://www.moneylife.in//article/meet-the-shadowy-accountants-who-do-trumps-taxes-and-help-him-seem-richer-than-he-is/60252.html via @MoneylifeIndia,JustKalantri,0,0,,0,0.0,0.0,0.042784394258678145,0.9572156057413258,-0.9144312114826476
19,2020-05-08 04:59:49+00:00,https://twitter.com/Nuggie099/status/1258622613485613057,Nothing but fucks up....#IncompetenceKills #ByeDon https://www.axios.com/trump-coronavirus-drug-remdesivir-hospitals-pharmacies-86ad5bd0-d1ba-47dc-97f2-b19cc97603f4.html,Nuggie099,0,0,,0,0.0,0.0,0.9340060461554066,0.06599395384459335,0.8680120923108132
20,2020-05-08 05:30:08+00:00,https://twitter.com/Ellars/status/1258630242337341440,I voted for Trump because I thought he would be better than the establishment. I was wrong. Just because I voted for him does not mean I have to support his corruption. #ImpartialJustice,Ellars,2,1,,3,0.052083333333333336,0.6958333333333333,0.03253024041173315,0.9674697595882671,-0.934939519176534
21,2020-05-08 05:25:15+00:00,https://twitter.com/TomthunkitsMind/status/1258629012454326272,"AS A RESULT OF JARED KUSHNER'S SUPRISE EUROPEAN TRAVEL BAN, THE TRUMP ADMIN MAY HAVE JUST INFECTED HUNDREDS OF PEOPLE BECAUSE OF THESE LONG LINES OF PPL COMING FROM THE NEW ""EPICENTER"" OF THIS #CORONAVIRUS OUTBREAK. coronapocolypse via Bfrugal1",TomthunkitsMind,1,0,,1,0.028787878787878782,0.28484848484848485,0.0019155225692308966,0.998084477430768,-0.9961689548615371
22,2020-05-08 05:24:05+00:00,https://twitter.com/Ohio_Author_ANR/status/1258628718001565697,"Mrs. Trump is a huge inspiration, one of my heroes, and her #BeBest initiative is one of my favorite things to find while scrolling through my feed. We need more kindness and love in this world. Hatred is why we're crumbling. Let's spread #kindness via the #BeBest initiative! ",Ohio_Author_ANR,0,0,,0,0.47500000000000003,0.75,0.03005650508557179,0.9699434949144363,-0.9398869898288645
23,2020-05-08 05:22:32+00:00,https://twitter.com/XwingEnthusiest/status/1258628327755087872,"Hey @megynkelly, now do @realDonaldTrump accusers!",XwingEnthusiest,0,0,,0,0.0,0.0,0.27750295678505177,0.7224970432149503,-0.44499408642989857
24,2020-05-08 05:19:12+00:00,https://twitter.com/girlzillawrites/status/1258627489036767232,"“In a way, by doing all of this testing, we make ourselves look bad.” Well. As long as we’re clear on what’s important... #TrumpGenocide",girlzillawrites,0,0,,0,-0.21666666666666665,0.48333333333333334,0.41044778016264716,0.5895522198373508,-0.17910443967470369
25,2020-05-08 05:15:46+00:00,https://twitter.com/DJiPaul1/status/1258626628051062786,⁦@realDonaldTrump⁩ Thanks for having the prayer ceremony!!! Please forgive me for my harsh words against you and ⁦@FLOTUS⁩ they were not Christian . My prayers and thoughts are out to your family. Please continue to put GOD 1st https://www.facebook.com/100009376994357/posts/2655830851406122/?d=n,DJiPaul1,0,0,,0,0.0,0.3,0.9411313240384883,0.0588686759615166,0.8822626480769717
26,2020-05-08 05:14:45+00:00,https://twitter.com/360CNN/status/1258626370445250560,"Of course not and Creepy Joe Biden is no white knight either. That Creep is owned by the same Zionists that allegedly own Donald Trump. and Stink Finger Biden is a filthy, well known warmongering hawk and #NWO Agent, both are strict taboos in all modern Democratic Candidates.",360CNN,1,0,,1,-0.08333333333333333,0.5708333333333333,0.004840628480141319,0.9951593715198574,-0.9903187430397161
27,2020-05-08 05:12:08+00:00,https://twitter.com/eacalzado/status/1258625710136029189,"⁦@realDonaldTrump⁩ Hey UnstableGenePool, please wear your soiled nappy, smack dab on your face like this @your next Facist rally",eacalzado,0,0,,0,0.0,0.0,0.937752717116607,0.06224728288339667,0.8755054342332104
28,2020-05-08 05:11:07+00:00,https://twitter.com/Suomigirl987/status/1258625456405962753,Tell @DHSgov that you oppose the construction of destructive border walls in Arizona's spectacular wildlands. Jaguars belong in AZ. #NoBorderWall,Suomigirl987,0,0,,0,0.0,0.75,0.5947030267776631,0.405296973222336,0.18940605355532708
29,2020-05-08 05:01:06+00:00,https://twitter.com/MSNBC/status/1258622933767000064,"Joe Biden is leading against President Trump by nine points in a general election matchup, and Biden leads among women voters, according to a Monmouth University poll. https://on.msnbc.com/3bgmrcV",MSNBC,466,144,,610,0.05000000000000002,0.5,0.8723000100430655,0.12769998995693388,0.7446000200861316
30,2020-05-08 04:57:29+00:00,https://twitter.com/eacalzado/status/1258622023145676800,"⁦@realDonaldTrump⁩ It is beyond a shadow of a bleeping doubt, that you have not grabbed this surgically fixed-up hussie by the kitty in a long time ..... SAD",eacalzado,0,0,,0,-0.275,0.7,0.0014269587488069382,0.9985730412511906,-0.9971460825023837
31,2020-05-08 04:57:23+00:00,https://twitter.com/BzzDragon/status/1258621999523328001,"Hey @realDonaldTrump your @PressSec thinks you are a racist. I agree. How’s your valet? Hope he gets better, but you suffer.",BzzDragon,0,0,,0,0.5,0.5,0.3665012426952793,0.6334987573047216,-0.2669975146094423
32,2020-05-08 04:53:01+00:00,https://twitter.com/donwinslow/status/1258620899151851523,"Holy shit. Holy shit. Holy shit. The apprentice crooks are robbing the master crook. Companies owned by Donald Trump's campaign manager have received nearly $40 million from the president's reelection committees, according to a new report https://news.yahoo.com/companies-owned-donald-trumps-campaign-150704786.html",donwinslow,217,117,,334,-0.07272727272727275,0.650909090909091,0.4632181509449749,0.5367818490550206,-0.07356369811004565
33,2020-05-08 04:49:22+00:00,https://twitter.com/twistedraisin/status/1258619980892995584,So @realDonaldTrump you're a fucking tool. Does anyone care? No.,twistedraisin,1,0,,1,-0.6,0.8,0.99533243727486,0.0046675627251375265,0.9906648745497224
34,2020-05-08 04:48:24+00:00,https://twitter.com/ten822/status/1258619737824772096,1957-“new Asian flu” epidemic 1968- “new Hong Kong flu” epidemic. Each one caused 100k+ deaths in USA! I wasn’t born yet- did we close the country? @realDonaldTrump @WhiteHouse,ten822,1,0,,1,0.0909090909090909,0.30303030303030304,0.9119744353983726,0.08802556460163172,0.823948870796741
35,2020-05-08 04:47:04+00:00,https://twitter.com/Brittanie_hlms1/status/1258619404104765443,We are with you Mr @GenFlynn and with @realDonaldTrump #Trump2020,Brittanie_hlms1,0,0,,0,0.0,0.0,0.9474802394722502,0.05251976052775093,0.8949604789444993
36,2020-05-08 05:30:00+00:00,https://twitter.com/ETPanache/status/1258630206878879744,"'The Irishman' star, who is a vocal critic of President Donald Trump, said the governor was doing ""what a president should do"". #RobertDeNiro #DonaldTrump #Pandemic #Covid19 #Hollywood",ETPanache,0,0,,0,0.0,0.0,0.0015388676905630629,0.9984611323094348,-0.9969222646188717
37,2020-05-08 05:27:52+00:00,https://twitter.com/YongKhor1/status/1258629670192308224,Tara Reade has hired high-powered Manhattan attorney Douglas Wigdor. He is a Trump supporter. ,YongKhor1,1,0,,1,0.0,0.0,0.49248074192307173,0.5075192580769302,-0.015038516153858483
38,2020-05-08 05:21:43+00:00,https://twitter.com/sf2010calif/status/1258628123173609472,"“Look, I DID nursing home investigations as Attorney General ... They LIE they CHEAT and they STEAL! And Now I’m getting back at them” -The Guv The CuomoBros hold grudges...unfortunately for the elderly @NYGovCuomo @realDonaldTrump @ChrisCuomo @CuomoPrimeTime",sf2010calif,0,1,,1,0.02500000000000001,0.25,0.020410025457577217,0.9795899745424222,-0.959179949084845
39,2020-05-08 05:20:42+00:00,https://twitter.com/ShahKushalN1/status/1258627867266744320,"Hit ho Hona bnta hai Bhula dunga, jb Donald trump, Obama bhi support kr rhe hai, such a creative fandom #sidnazz",ShahKushalN1,0,0,,0,0.25,0.75,0.41219795004376314,0.5878020499562366,-0.1756040999124735
40,2020-05-08 05:18:07+00:00,https://twitter.com/Cernovich/status/1258627218772652032,"My position on these matters hasn't changed since 2017. Trump never sat down and said, ""What do these buttons do?"" He fired Flynn, who know how it worked, and we saw what happened. Trump needs to just declassify everything. Fuck it. Fuck all these people. Let them cry.",Cernovich,198,38,,236,-0.31851851851851853,0.4962962962962963,0.0006923843142938724,0.9993076156857025,-0.9986152313714086
41,2020-05-08 05:17:44+00:00,https://twitter.com/AmoneyResists/status/1258627119657234437,Trump (to Comey): I hope you can see your way to letting Flynn go Comey: No *Fires Comey* Trump (to Sessions): I hope you can see your way to letting Flynn go Sessions: No *Fires Sessions* Trump (to Barr): I hope you can see your way to letting Flynn go Barr: Yes sir!,AmoneyResists,62,30,,92,0.0,0.0,0.38835704833047113,0.6116429516695304,-0.2232859033390593
42,2020-05-08 05:16:35+00:00,https://twitter.com/ScottVanEpps/status/1258626830153576449,"It was a yes or no question @KevinPWalling and you jacked it into a Trump comment, complete #Douchenozzel",ScottVanEpps,0,0,,0,0.1,0.4,0.9241875840926159,0.07581241590738301,0.848375168185233
43,2020-05-08 05:15:51+00:00,https://twitter.com/gyulsxc/status/1258626647332290561,nsfw dom sub porn fancam rt like giveaway #followtrick trump pence ifb bts stream party thread rt if you stan bg gg au ateez red velvet gain loona mutuals jimin kpop jennie blackpink kylie 18+ jungkook exo izone zayn promo gc got7 nct comeback gigi no pic.twitter.com/sczIGTqZUY,gyulsxc,6,2,,8,0.0,0.0,0.6850667677575546,0.31493323224244507,0.3701335355151095
44,2020-05-08 05:15:21+00:00,https://twitter.com/Taraquarentined/status/1258626520571994113,Congratulations @realDonaldTrump now I know you don’t have that covid19 upside down whatever just happened!,Taraquarentined,0,0,,0,-0.15555555555555559,0.2888888888888889,0.07426977045799778,0.9257302295420013,-0.8514604590840036
45,2020-05-08 05:12:32+00:00,https://twitter.com/blinxeto/status/1258625813118947328,"This picture is proof that Trump’s an original, and that he and his followers share one synapse at all times #KKKrackers",blinxeto,0,0,,0,0.375,0.75,0.5658961776566144,0.4341038223433853,0.13179235531322908
46,2020-05-08 05:11:01+00:00,https://twitter.com/redpillBEEFY5X/status/1258625432263376897,I want @realDonaldTrump and @GenFlynn too know im@currently watching #reddawn on #Showtime let’s goooooooooo,redpillBEEFY5X,0,0,,0,0.0,0.0,0.6859303848823988,0.31406961511759657,0.3718607697648022
47,2020-05-08 05:07:06+00:00,https://twitter.com/NewYorker/status/1258624447273148416,"For President Trump and his most fervent supporters, the truth of the coronavirus pandemic has become so inconvenient that it’s better left aside for some alternate, less inconvenient reality, @sbg1 writes.",NewYorker,137,59,,196,-0.05238095238095237,0.43809523809523815,0.11042580211609522,0.8895741978839087,-0.7791483957678135
48,2020-05-08 05:06:16+00:00,https://twitter.com/ObsoletePeople/status/1258624235146280960,Start writing letters to #Trump telling him we need the 4 constitutional amendments to make our gov. work for us. Read about those amendments at http://peopleobsolete.com to understand. Forecast that 50% of jobs will be gone to machines in next 15 to 25 years. Osborn report pdf,ObsoletePeople,0,0,,0,0.0,0.0,0.9018080932697398,0.09819190673026912,0.8036161865394706
49,2020-05-08 04:51:51+00:00,https://twitter.com/orangeorchards/status/1258620605944995840,MORE FROM TRUMP &amp; FRIENDS! ,orangeorchards,1,0,,1,0.5,0.5,0.46448221362596315,0.5355177863740389,-0.07103557274807576
50,2020-05-08 05:27:03+00:00,https://twitter.com/TheCyanPost/status/1258629467536101376,"After 20,000 nursing home deaths, Trump admin finally moved to... http://www.msnbc.com/rachel-maddow/watch/after-20-000-nursing-home-deaths-trump-admin-finally-moved-to-act-83184197678?utm_source=dlvr.it&amp;utm_medium=twitter #FauciHero",TheCyanPost,0,2,,2,0.0,1.0,0.9426718453968732,0.05732815460312733,0.8853436907937459
51,2020-05-08 05:23:06+00:00,https://twitter.com/tawfiqkarimi/status/1258628472257183746,"On the day Bill Barr gutted the Justice Department, I came across this video of Aretha Franklin giving AG @EricHolder an appropriate farewell. I wonder who is gonna sing at #BillBarr’s farewell? #Trump junior? #MichaelFlynn? FBI-agents who’d sing his Miranda rights?",tawfiqkarimi,1,0,,1,0.5,0.5,0.11997847675201928,0.8800215232479853,-0.760043046495966
52,2020-05-08 05:21:29+00:00,https://twitter.com/ElvinWegner/status/1258628065044779008,Please @realDonaldTrump ,ElvinWegner,0,0,,0,0.0,0.0,0.8755917107843547,0.12440828921564565,0.7511834215687091
53,2020-05-08 05:14:05+00:00,https://twitter.com/Macksmini/status/1258626203742683138,⁦@foxnewsalert⁩ huh?why?doesn’t he want the workers 2 go Bk 2 work as warriors?why he mad @exposure?the entire country exposed.thousands hv died.he should not b http://different.is he dodging the risk like draft dodge Vietnam? ⁦@gtconway3d⁩,Macksmini,0,0,,0,-0.3125,0.8125,0.0020535371542800404,0.9979464628457215,-0.9958929256914415
54,2020-05-08 05:12:32+00:00,https://twitter.com/gyulsxc/status/1258625813236219905,nsfw dom sub porn fancam rt like giveaway #followtrick trump pence ifb bts stream party thread rt if you stan bg gg au ateez red velvet gain loona mutuals jimin kpop jennie blackpink kylie 18+ jungkook exo izone zayn promo gc got7 nct comeback gigi baby pic.twitter.com/sczIGTqZUY,gyulsxc,7,0,,7,0.0,0.0,0.8989007230760749,0.10109927692392272,0.7978014461521522
55,2020-05-08 05:07:38+00:00,https://twitter.com/IraKasoff/status/1258624578856734720,Trump gets a daily test that can be evaluated in 1/2 hour. Shouldn’t we all have access to that? Why doesn’t @realDonaldTrump use the defense production act to order mass production of those tests? #nomoreyears,IraKasoff,0,0,,0,0.0,0.0,0.4252197824909679,0.5747802175090335,-0.1495604350180656
56,2020-05-08 05:00:34+00:00,https://twitter.com/JohnnyHeldt/status/1258622799469518848,The #TwistedSicko and his #BloatedToady enabler. http://go.shr.lc/2YHWWi0 via @commondreams,JohnnyHeldt,0,0,,0,0.0,0.0,0.5296532725470792,0.4703467274529202,0.05930654509415895
57,2020-05-08 04:50:03+00:00,https://twitter.com/SinUpInMe1/status/1258620153056526336,"Agreed! Participation is a choice. I choose to be active. I love my Freedom! I love my Country, I'm ready to improve the USA! We can always improve @Entheosshines @TheCollectiveQ @realDonaldTrump @GenFlynn #QANONWORLDWIDE",SinUpInMe1,0,0,,0,0.26666666666666666,0.575,0.935175153821116,0.06482484617888812,0.8703503076422279
58,2020-05-08 04:46:53+00:00,https://twitter.com/HearYeHearYouse/status/1258619357149696000,"“the rest of mankind, who were not killed by these plagues, did not repent of the works of their hands nor give up worshiping demons and idols of gold and silver ...nor did they repent of ...their thefts.” -rev 9:20-21 @realDonaldTrump #JaredKushner @WhiteHouse",HearYeHearYouse,0,0,,0,0.1,0.0,0.29131323502920264,0.7086867649708009,-0.4173735299415982
59,2020-05-08 04:46:45+00:00,https://twitter.com/itjustisn/status/1258619322064199680,"@Facebook are you serious? You claim to be merely a platform, cannot and should not manage false statements and then censor this ad? WTF? #incompetence",itjustisn,0,0,,0,-0.43333333333333335,0.6916666666666667,0.5273507078572757,0.47264929214272566,0.054701415714550006
60,2020-05-08 04:44:29+00:00,https://twitter.com/iheartmindy/status/1258618752993603584,"Tara Reade is a Democrat, so are all of Biden’s accusers....but in your head this is somehow “Trump’s fault?” Get help, bro. ",iheartmindy,135,32,,167,0.0,0.0,0.631461592972766,0.3685384070272341,0.26292318594553193
61,2020-05-08 05:19:16+00:00,https://twitter.com/bok_bok_ba_GOK/status/1258627508619980800,Trumpistas are trying to block the wonderful #MourningInAmerica video on @Facebook - the company that refuses to block the rampant political liar Trump. ,bok_bok_ba_GOK,0,0,,0,0.5,0.55,0.9650795236579531,0.034920476342046355,0.9301590473159068
62,2020-05-08 05:18:19+00:00,https://twitter.com/melodylamour/status/1258627267590262785,#BrazilCovid19 #Brazil Their President is worse than trump. It's criminal what's happening there. CNN: The Amazon's gateway city is struggling to battle the coronavirus. https://www.cnn.com/2020/05/07/americas/amazon-manaus-coronavirus-intl/index.html via @GoogleNews,melodylamour,0,0,,0,-0.4,0.575,0.011590593894364327,0.988409406105641,-0.9768188122112766
63,2020-05-08 05:16:46+00:00,https://twitter.com/ProfJerryHeath/status/1258626879705276417,Haunted House I had an old Haunted House that was filled with rats. I put in a Dog. Nothing happened. The rats seemed to flourish. I put in a Cat. Something happened. The rats were all gone. The Haunted House is the FBI The Dog is Christopher Wray The Cat is Michael Flynn #Trump ,ProfJerryHeath,0,0,,0,0.25,0.55,0.9981470483229042,0.001852951677090624,0.9962940966458136
64,2020-05-08 05:12:33+00:00,https://twitter.com/prateekshatriv1/status/1258625815744577537,NewsPaper that won the Pulitzer Prize for Russia coverage should return this award. Said Trump Not everyone is @RahulGandhi #PulitzerPrize2020,prateekshatriv1,2,1,,3,0.0,0.0,0.16967838995866633,0.8303216100413352,-0.6606432200826688
65,2020-05-08 05:11:39+00:00,https://twitter.com/gyulsxc/status/1258625588719304705,bts on namjoon blackpink got7 jackson exo ifb #followtrick x1 f4f gain lesbian nsfw sub coronavirus trump kim jong-un dead rt porn daddy wayv concert tour comeback kaachi oli london gwsn views solar hwasa chart post malone drug loona gay gg nct tiktok pic.twitter.com/sczIGTqZUY,gyulsxc,7,0,,7,0.10833333333333334,0.4916666666666667,0.9192164566692852,0.0807835433307135,0.8384329133385717
66,2020-05-08 05:11:28+00:00,https://twitter.com/360CNN/status/1258625543181791232,"Another Infamous All Time Trump-Pence Record: 33.5 Million and another 10-20 MILLION unable to file for unemployment by the Trump-Pence .@WhiteHouse and the #Covid19 pandemic. Greater than the 1930's Great Depression, the Grapes of Wrath pre-WW2. We stand at pre-WW3.",360CNN,1,1,,2,0.07500000000000001,0.6875,0.3318300914057763,0.668169908594224,-0.3363398171884477
67,2020-05-08 05:09:01+00:00,https://twitter.com/VoguesMom/status/1258624928972247046,If you wonder where @facebookapp @facebook stands on the issues watch what they are doing to videos on @ProjectLincoln page. Compare that to the lies that Trump tells on a daily basis. It’s egregious! #TrumpLiesPeopleDie,VoguesMom,0,0,,0,0.0,0.0,0.14901335061638404,0.8509866493836149,-0.7019732987672309
68,2020-05-08 05:05:46+00:00,https://twitter.com/MeshelEx_Gop/status/1258624110290141186, Whats good for the Trump adm. is Nonsensical for the rest of us. Amarite @PressSec. Look in the mirror before u use a word like Nonsensical! #COVID19,MeshelEx_Gop,0,0,,0,0.7,0.6000000000000001,0.6258191380430879,0.3741808619569104,0.25163827608617745
69,2020-05-08 04:49:08+00:00,https://twitter.com/melvinpurvis72/status/1258619924467023873,Do you really think that @realDonaldTrump cares about justice for @GenFlynn ? @realDonaldTrump has let this patriot swing in the wind for years. ,melvinpurvis72,0,0,,0,0.2,0.2,0.029906220106985085,0.9700937798930157,-0.9401875597860306
70,2020-05-08 04:44:28+00:00,https://twitter.com/Apostleg180/status/1258618750124920838,Senate GOP breaks with Trump's message on Covid-19 testing: 'We ought to step it up' #Topbuzz,Apostleg180,1,0,,1,0.0,0.0,0.9196627462234137,0.080337253776584,0.8393254924468297
71,2020-05-08 04:42:44+00:00,https://twitter.com/rmayemsinger/status/1258618314319777795,"Trump will soon claim the number of COVID deaths is fake, accusing hospitals of lying. Meatpacking plants won't report their positive tests. The White House won't let Americans read CDC guidelines &amp; won't make guidelines actual requirements. America: Republic, meet Banana.",rmayemsinger,217,73,,290,-0.06818181818181818,0.4113636363636364,0.9855999873488057,0.014400012651196786,0.9711999746976089
72,2020-05-08 04:42:12+00:00,https://twitter.com/IAmMissRivers/status/1258618177157644289,"Ladies in all kind of race & ages, if you got @netflix and need some motivations after being locked down, you need to watch @MichelleObama’s #Becoming. Iv finished watching it and there are some influential words from her expression. I want her to be the US President after Trump",IAmMissRivers,1,0,,1,0.2981481481481481,0.6796296296296296,0.16045148098615908,0.83954851901384,-0.6790970380276808
73,2020-05-08 04:41:46+00:00,https://twitter.com/SnarkySnev/status/1258618068994940929,Accusing hospitals? Committing fraud? Or just being #WorstPresidentInHistory ? #trump ,SnarkySnev,0,0,,0,0.0,0.0,0.916082746872266,0.08391725312773328,0.8321654937445327
74,2020-05-08 04:40:35+00:00,https://twitter.com/JoyceWhiteVance/status/1258617771828686848,"I’m retweeting this, not because it turned out to be right but because we need the reminder that when someone tells you who they are, you should believe them. Believe Trump, Pence, Barr, McConnell &amp; all the rest. Be ready to vote &amp; restore the rule of law. ",JoyceWhiteVance,2273,974,,3247,0.24285714285714285,0.5178571428571428,0.02671175399734451,0.973288246002654,-0.9465764920053095
75,2020-05-08 05:09:16+00:00,https://twitter.com/DestiGrace1/status/1258624992524279810,"Trump is IRRELEVANT! Hey F#CK-face Republicans here is your damn “leading from behind” . The world sees you, we all see you. The year 2020 as horrific as it’s been due to #COVID19 and @GOP, it’s been quite revealing. No more pretense ~&gt; all the UGLY is on full display ",DestiGrace1,0,0,,0,-0.37499999999999994,0.7321428571428571,0.16587068809917127,0.8341293119008324,-0.6682586238016611
76,2020-05-08 05:06:58+00:00,https://twitter.com/MattBinder/status/1258624412808556546,that attorney who donated to Trump...also donated to Democrats Hakeem Jeffries and Letitia James and represents 6 of the women who accused Harvey Weinstein. he also was a regularly booked expert in the media defending Christine Blasey Ford ,MattBinder,204,56,,260,0.0,0.07692307692307693,0.04677309262396254,0.9532269073760415,-0.906453814752079
77,2020-05-08 05:00:06+00:00,https://twitter.com/Northof60Lawyer/status/1258622683765510144,Mourning in America https://youtu.be/t_yG_-K2MDo via @YouTube #trump #DumpTrump2020,Northof60Lawyer,0,0,,0,0.0,0.0,0.6633473216619776,0.3366526783380199,0.32669464332395776
